model,fold,ic,dir_acc,sharpe
Ridge,1,-0.021224101895889802,0.4854368932038835,-4.890304140313069
Ridge,2,0.048424419093236235,0.5145631067961165,5.22149923401837
Ridge,3,0.0339030338515727,0.4959546925566343,-0.4373030097851485
Ridge,4,0.001984967473729822,0.4854368932038835,-1.8687049226139607
Ridge,5,-0.007762745115507249,0.5145631067961165,0.6141886158526569
