model,ic_mean,ic_std,dir_acc_mean,dir_acc_std,sharpe_mean,sharpe_std,icir
Ridge,0.011065114681428342,0.026064608430512327,0.4991909385113269,0.013125760382312775,-0.2721248445682304,3.312684375139683,0.4245264113789842
